Дата,Tx,Tn,T,RRR,U,P,Po,Ff
2023-02-02,-0.6,-1.8,-1.275,0.6,84.25,756.4625,737.25,2.625
2023-02-03,1.1,-1.5,-0.12499999999999997,5.2,90.625,758.025,738.8625,2.0
2023-02-04,1.7,-2.2,-0.65,2.0,90.25,761.4,742.1375,1.125
2023-02-05,0.0,-6.5,-2.9375,1.2,88.125,769.3,749.625,1.25
2023-02-06,-3.7,-4.6,-4.2875,0.0,80.75,773.4625,753.5875,1.875
2023-02-07,-4.5,-8.2,-7.2125,0.0,77.625,779.5625,759.35,1.0
2023-02-08,-5.0,-16.6,-10.6625,0.0,85.125,783.0875,762.475,1.875
2023-02-09,-0.7,-5.8,-3.2625,2.0,89.25,777.25,757.375,1.375
2023-02-10,-0.1,-3.6,-2.2625,0.0,75.5,769.5375,749.95,3.625
2023-02-11,-1.1,-3.6,-2.35,0.3,80.25,763.55,744.0875,4.5
2023-02-12,-3.4,-3.5,-3.4,11.5,81.75,759.0625,739.6125,4.25
2023-02-13,-0.9,-10.7,-5.2125,1.0,87.375,762.875,743.2125,2.625
2023-02-14,1.3,-1.3,0.15,7.0,85.875,756.5875,737.45,3.25
2023-02-15,-2.7,-2.8,-2.725,3.0,80.375,765.8375,746.3,4.0
2023-02-16,-2.7,-5.3,-4.9,0.6,79.125,769.1375,749.3625,1.875
2023-02-17,-3.9,-14.8,-9.1375,0.0,83.75,768.8125,748.6875,1.0
2023-02-18,-6.8,-14.9,-9.425,3.0,85.125,759.6625,739.775,2.875
2023-02-19,-3.7,-8.6,-6.862500000000001,12.0,88.125,749.65,730.2125,2.375
2023-02-20,-0.8,-6.6,-3.8125,1.9000000000000001,85.5,747.9000000000001,728.7125,1.5
2023-02-21,-7.0,-7.7,-8.1,5.2,83.875,745.5125,726.075,2.125
2023-02-22,-10.7,-18.4,-14.4625,0.0,77.5,756.8125,736.625,2.625
2023-02-23,-6.3,-17.0,-12.7,0.0,73.25,764.5625,744.3125,2.625
2023-02-24,-3.0,-11.5,-7.05,3.0,76.875,758.9625,739.275,3.125
2023-02-25,1.5,-3.8,0.08750000000000002,11.8,92.75,750.075,731.15,3.125
2023-02-26,2.7,0.8,1.4375,10.0,80.625,749.15,730.3375,4.75
2023-02-27,-2.5,-4.2,-3.55,0.0,71.625,763.625,744.0625,3.75
2023-02-28,0.1,-8.4,-3.875,0.0,74.625,764.3375,744.725,3.875
2023-03-01,-1.5,-7.2,-3.1875,0.0,64.625,758.8375,739.45,3.375
2023-03-02,-1.8,-6.3,-3.8625,0.6,77.25,758.85,739.425,2.75
2023-03-03,2.3,-3.2,0.375,0.8,78.0,753.7625,734.7375,3.75
2023-03-04,1.0,-4.4,-1.4,10.0,89.625,748.1125,729.125,2.625
2023-03-05,-1.0,-4.2,-2.275,1.3,79.0,745.25,726.2875,3.625
2023-03-06,-0.2,-4.2,-2.85,6.0,84.75,751.4125,732.225,3.0
2023-03-07,0.4,-7.2,-3.225,9.0,78.5,754.2,734.875,3.0
2023-03-08,1.5,-4.9,-1.6875,5.0,83.75,753.3375,734.175,2.875
2023-03-09,2.6,-3.6,-0.5625,7.0,82.875,750.0375,731.05,2.625
2023-03-10,-1.7,-4.3,-3.8,10.0,81.0,753.9125,734.5875,1.75
2023-03-11,0.7,-9.0,-4.025,2.0,83.75,756.3125,736.9375,3.25
2023-03-12,6.2,0.2,2.9125,20.0,95.5,743.8625,725.3,3.625
2023-03-13,0.0,-7.8,-2.7875,4.0,77.625,759.075,739.7,3.125
2023-03-14,5.6,-3.9,1.975,0.0,63.25,761.625,742.5124999999999,4.75
2023-03-15,6.4,1.7,3.6375,0.0,66.25,761.5625,742.6,3.75
2023-03-16,2.6,0.9,1.8125,25.0,91.0,760.775,741.675,1.125
2023-03-17,4.0,0.8,1.8125,2.4,76.5,766.725,747.475,2.75
2023-03-18,2.8,-4.5,-0.65,0.0,52.0,775.2625,755.6125,2.75
2023-03-19,3.5,-6.5,-1.2,0.0,65.875,771.1875,751.6,1.125
2023-03-20,3.2,-0.3,1.1,0.0,77.25,765.7375,746.475,0.625
2023-03-21,9.5,-0.4,3.9250000000000003,0.0,70.125,759.7625,740.85,1.75
2023-03-22,7.8,3.0,4.75,0.0,74.875,761.5500000000001,742.6375,1.5
2023-03-23,12.3,0.9,7.05,0.0,69.0,761.275,742.5375,2.0
2023-03-24,10.6,8.5,8.375,4.0,76.875,755.1875,736.75,3.5
2023-03-25,16.2,-0.2,7.9375,8.0,87.0,753.75,735.2875,2.0
2023-03-26,8.6,7.3,7.7625,9.6,90.25,750.675,732.2625,3.125
2023-03-27,11.1,2.5,5.55,4.3,86.25,751.05,732.475,2.0
2023-03-28,12.3,-2.5,4.5625,0.0,79.375,756.5125,737.7375,1.75
2023-03-29,8.7,6.0,6.9624999999999995,12.7,81.25,753.775,735.225,2.875
2023-03-30,5.5,2.4,3.4125,0.0,81.25,758.25,739.3625,2.125
2023-03-31,1.7,-0.3,0.575,1.1,89.25,754.975,735.975,2.75
2023-04-01,6.0,0.0,3.225,10.0,89.375,754.725,735.9,1.5
2023-04-02,12.2,4.8,7.9375,0.0,74.75,759.4875000000001,740.85,2.75
2023-04-03,14.8,3.8,8.425,6.0,72.75,760.675,742.0625,1.375
2023-04-04,16.1,5.0,10.075,3.5,70.0,761.15,742.6125,1.25
2023-04-05,15.8,2.4,9.775,0.0,65.125,763.65,745.05,2.125
2023-04-06,16.3,6.2,10.6,0.0,58.0,765.625,747.025,3.375
2023-04-07,12.8,3.0,8.1875,0.0,45.25,768.225,749.3625,2.75
2023-04-08,14.4,0.9,7.8375,0.0,48.25,770.2,751.2875,2.0
2023-04-09,14.5,1.1,8.0375,0.0,55.75,770.5875,751.6625,0.75
2023-04-10,15.3,-1.0,7.95,0.0,54.0,769.5625,750.65,1.25
2023-04-11,16.4,4.7,10.3625,0.0,47.375,766.425,747.7875,0.875
2023-04-12,18.1,2.8,11.200000000000001,0.0,39.75,762.3,743.7375,2.5
2023-04-13,17.5,8.8,12.9375,0.0,33.5,758.9625,740.6375,3.625
2023-04-14,9.3,3.3,7.0125,0.0,40.125,763.075,744.2625,5.25
2023-04-15,8.8,-0.8,3.8875,0.0,28.25,771.4125,752.1750000000001,3.125
2023-04-16,13.8,0.0,7.5375,0.0,26.0,773.175,754.125,1.75
2023-04-17,16.5,3.5,10.3125,0.0,32.625,771.5375,752.7375,1.125
2023-04-18,17.3,5.8,12.3875,0.0,37.375,769.0125,750.4,1.0
2023-04-19,18.7,4.6,12.1625,0.0,37.875,767.85,749.275,2.375
2023-04-20,18.8,6.1,12.925,0.0,35.375,764.85,746.3625,3.0
2023-04-21,17.3,8.5,13.1125,0.0,31.625,760.2,741.8625,3.25
2023-04-22,16.2,5.7,11.2625,0.0,37.625,758.175,739.75,2.375
2023-04-23,19.6,0.0,10.6625,0.0,48.75,762.325,743.7625,0.875
2023-04-24,19.8,2.0,12.075,0.0,47.125,762.9875000000001,744.5125,1.375
2023-04-25,16.9,4.6,11.7375,2.3,68.75,759.575,741.2,1.0
2023-04-26,17.8,9.5,12.450000000000001,20.3,77.0,753.45,735.2875,2.0
2023-04-27,21.2,6.4,13.9625,0.0,59.5,758.1625,739.925,1.25
2023-04-28,15.1,8.9,11.8625,7.9,84.0,759.1,740.75,1.875
2023-04-29,11.4,2.3,6.5875,24.0,76.0,762.4625,743.65,2.625
2023-04-30,8.5,1.0,4.8125,16.0,79.25,761.8125,742.8875,3.0
2023-05-01,11.7,5.0,6.8,13.8,84.75,758.6375,739.975,2.125
2023-05-02,15.2,-0.8,7.65,0.0,57.125,767.85,748.975,1.875
2023-05-03,16.2,5.5,11.2625,0.0,54.5,766.425,747.825,2.25
2023-05-04,13.8,4.3,10.15,4.0,64.0,767.7625,749.0625,1.125
2023-05-05,13.5,5.2,8.4125,0.6,67.875,765.95,747.15,1.625
2023-05-06,9.3,1.3,5.262499999999999,0.0,45.625,768.2375,749.2125,2.125
2023-05-07,9.6,-3.1,3.5625,0.0,51.0,772.175,752.925,1.875
2023-05-08,10.8,-3.6,4.5125,0.0,56.5,774.25,755.0125,1.5
2023-05-09,13.5,1.5,8.2375,0.0,45.75,773.45,754.475,1.5
2023-05-10,15.6,3.0,9.05,0.0,48.25,769.4625,750.625,1.0
2023-05-11,18.3,0.7,10.2125,0.0,54.75,767.1,748.4125,1.0
2023-05-12,21.2,4.4,13.825000000000001,0.0,52.25,766.625,748.1875,1.25
2023-05-13,23.7,6.5,16.0,0.0,47.625,765.8375,747.5625,1.75
2023-05-14,19.5,10.3,14.8625,0.0,50.0,766.375,748.0,2.0
2023-05-15,19.7,6.3,13.7,0.0,55.625,767.3625,748.9,1.625
2023-05-16,20.4,3.8,13.225,0.0,55.875,767.0375,748.5625,1.25
2023-05-17,24.1,5.7,16.0375,0.0,52.125,767.2125,748.9,1.5
2023-05-18,26.0,7.3,17.5875,0.0,50.875,766.375,748.1625,1.125
2023-05-19,17.7,11.0,14.425,0.0,74.5,767.6,749.2,1.875
2023-05-20,15.6,7.7,11.7625,0.0,60.125,769.475,750.85,2.625
2023-05-21,17.6,5.2,11.5625,0.0,70.375,767.925,749.3375,1.125
2023-05-22,23.3,6.4,14.3375,7.4,77.375,766.15,747.8,1.25
2023-05-23,19.2,11.7,15.175,10.0,78.625,763.6,745.3875,1.375
2023-05-24,22.4,13.3,17.225,6.0,80.0,761.3625,743.3125,1.0
2023-05-25,20.1,11.3,15.2875,16.0,91.25,761.4875,743.3125,1.0
2023-05-26,25.6,13.8,19.2125,0.4,69.5,760.8000000000001,742.8875,1.125
2023-05-27,23.4,10.8,17.975,0.0,63.5,760.55,742.5375,1.625
2023-05-28,16.7,9.2,13.0625,0.0,57.25,762.7625,744.4125,2.375
2023-05-29,21.5,5.3,14.15,0.0,59.375,765.35,746.975,1.125
2023-05-30,22.2,7.4,15.675,0.0,57.125,763.0875,744.8625,0.875
2023-05-31,16.6,6.7,11.525,0.0,73.125,760.3125,741.925,1.75
2023-06-01,23.0,4.7,14.525,0.0,57.125,759.8125,741.575,2.0
2023-06-02,26.6,7.5,18.4125,0.0,54.125,757.325,739.4,2.125
2023-06-03,19.1,12.0,11.9625,12.0,85.125,758.6875,740.3375,1.375
2023-06-04,15.3,2.6,9.6,0.0,68.125,766.425,747.7125,1.875
2023-06-05,19.7,2.9,12.4,0.0,64.0,766.2875,747.7625,1.75
2023-06-06,20.6,6.4,14.0,0.0,62.75,765.9,747.4875,1.25
2023-06-07,23.8,8.0,16.625,0.0,56.875,765.3125,747.0875,1.75
2023-06-08,25.2,9.5,16.8875,1.8,63.5,764.125,745.9875,1.5
2023-06-09,26.0,10.3,18.475,0.5,65.375,762.8375,744.8375,1.75
2023-06-10,18.7,13.2,15.4625,0.0,55.25,765.5875,747.2875,3.125
2023-06-11,17.4,8.0,13.05,0.0,45.25,769.4375,750.8875,3.75
2023-06-12,19.3,7.6,14.1875,0.0,44.125,768.475,750.0375,3.375
2023-06-13,20.4,8.1,15.0,0.0,46.125,766.3625,748.0375,2.625
2023-06-14,23.9,9.9,17.625,0.0,54.875,763.775,745.6875,2.375
2023-06-15,25.6,12.7,19.7125,0.0,42.875,762.3125,744.375,2.25
2023-06-16,27.0,10.5,19.7875,0.0,53.25,760.1375,742.2625,1.5
2023-06-17,27.9,11.2,20.6375,0.0,56.0,759.375,741.55,1.625
2023-06-18,24.5,13.5,19.325,0.0,48.0,762.0625,744.0875,2.0
2023-06-19,24.2,9.3,17.55,0.0,57.75,762.275,744.2,1.375
2023-06-20,24.8,6.7,16.975,0.3,58.0,760.7,742.6125,1.625
2023-06-21,21.8,10.3,16.2375,2.0,58.875,763.025,744.8625,1.75
2023-06-22,26.7,6.3,17.875,0.0,57.875,763.125,745.0375,1.25
2023-06-23,26.0,15.9,19.7875,13.3,74.0,758.35,740.5625,1.625
2023-06-24,26.3,13.3,18.6125,5.0,75.0,758.25,740.3875,2.25
2023-06-25,23.4,10.4,17.5,0.0,60.375,761.525,743.475,1.75
2023-06-26,24.5,13.2,18.4375,0.0,57.5,759.925,741.9625,1.375
2023-06-27,15.6,13.9,14.4625,18.6,84.375,757.3125,739.175,2.25
2023-06-28,16.0,12.5,13.8125,13.0,90.625,755.6375,737.525,2.25
2023-06-29,23.1,13.1,16.3875,21.0,79.75,752.2375,734.3875,2.625
2023-06-30,20.3,12.8,15.5875,0.8999999999999999,82.125,748.6625,730.8375,1.625
2023-07-01,25.8,12.9,18.7875,0.1,72.75,749.025,731.3625,2.125
2023-07-02,24.7,15.2,20.15,0.0,65.75,751.4875,733.85,2.375
2023-07-03,25.3,12.9,20.2375,0.1,62.25,754.475,736.7375,2.875
2023-07-04,26.7,10.9,20.025,0.0,62.75,761.5875,743.675,1.375
2023-07-05,27.5,13.0,20.575,0.0,69.625,763.75,745.85,1.375
2023-07-06,29.2,13.5,22.3,0.0,68.5,764.4625,746.65,1.5
2023-07-07,30.8,18.8,24.175,28.0,72.0,761.725,744.125,1.5
2023-07-08,23.4,17.8,20.25,11.8,86.0,760.4,742.6125,1.875
2023-07-09,22.9,16.2,19.6,0.0,64.625,757.825,739.9875,2.5
2023-07-10,22.7,14.4,18.6,0.0,63.25,755.9,738.0749999999999,2.875
2023-07-11,17.2,13.2,14.625,0.0,76.875,757.075,738.975,1.875
2023-07-12,16.6,9.2,13.0875,2.0,75.25,757.3125,739.0875,2.25
2023-07-13,21.3,10.6,15.6125,1.3,72.375,756.4,738.3625,2.0
2023-07-14,24.6,10.1,16.775,0.0,75.0,756.175,738.225,1.75
2023-07-15,20.3,13.0,16.45,3.8,80.75,758.1625,740.2,1.625
2023-07-16,23.7,11.7,18.1625,0.0,72.75,760.675,742.7125,1.875
2023-07-17,27.5,11.4,19.575,0.0,66.625,761.375,743.4375,1.25
2023-07-18,27.3,14.2,19.975,1.1,76.875,755.9875,738.275,3.125
2023-07-19,20.9,13.2,16.275,5.0,69.0,752.1875,734.2875,3.875
2023-07-20,21.8,10.7,16.5125,0.0,66.875,754.3875,736.4125,2.75
2023-07-21,22.7,12.9,16.375,20.0,76.0,755.5625,737.6,1.375
2023-07-22,23.8,10.7,17.5125,0.0,66.5,758.975,740.9875,2.125
2023-07-23,22.8,13.7,17.8625,13.0,73.375,758.35,740.425,2.125
2023-07-24,21.9,11.9,17.225,0.7,73.25,757.375,739.3875,2.5
2023-07-25,25.8,16.0,19.05,11.0,81.625,754.4875,736.725,2.25
2023-07-26,28.0,17.5,21.2,14.0,81.625,751.4,733.875,2.875
2023-07-27,29.2,15.9,22.325,17.0,77.0,753.1875,735.65,1.75
2023-07-28,22.0,19.0,19.4375,31.8,89.875,751.8,734.1625,1.25
2023-07-29,17.5,15.2,15.8,13.0,89.875,753.9,735.975,2.125
2023-07-30,24.7,10.8,17.3,0.0,75.125,755.625,737.7125,1.875
2023-07-31,26.2,11.8,19.35,0.0,67.25,757.2125,739.3875,1.25
2023-08-01,24.7,15.1,19.6,0.0,81.25,758.0125,740.225,0.75
2023-08-02,28.4,15.6,21.3,8.0,74.25,757.2,739.5,0.875
2023-08-03,29.0,16.9,23.575,0.0,67.875,756.5375,739.0375,1.25
2023-08-04,29.1,17.4,23.6875,0.0,69.125,758.8875,741.3125,1.75
2023-08-05,31.5,16.0,24.5625,0.0,66.5,763.1375,745.5125,0.875
2023-08-06,31.7,18.9,25.55,0.0,62.75,763.0375,745.4875,1.375
2023-08-07,30.9,19.7,25.4125,0.0,58.75,758.6125,741.1375,2.5
2023-08-08,23.9,19.0,21.125,2.0,71.625,756.9,739.2,2.125
2023-08-09,25.1,14.6,19.6875,0.0,69.5,760.0125,742.1625,2.0
2023-08-10,26.2,11.8,19.3375,0.0,67.25,766.275,748.225,1.625
2023-08-11,25.1,16.6,20.6875,4.0,76.5,765.0625,747.1875,2.125
2023-08-12,22.4,18.6,19.775,16.9,82.75,761.1,743.2375,2.375
2023-08-13,18.6,15.8,17.3875,0.7,86.375,761.075,743.0625,2.5
2023-08-14,26.4,16.8,20.6,0.0,73.875,763.6375,745.75,2.5
2023-08-15,27.7,16.3,21.7625,0.0,73.125,765.55,747.7125,1.25
2023-08-16,26.7,13.1,20.6,0.0,65.75,767.5875,749.6,1.75
2023-08-17,27.3,11.9,20.4625,0.0,67.0,767.45,749.4375,1.125
2023-08-18,29.8,13.5,22.1375,0.0,67.375,767.6375,749.775,1.0
2023-08-19,29.0,16.4,22.8625,0.0,73.125,767.7125,749.8875,0.875
2023-08-20,28.4,16.5,21.357142857142858,34.0,79.0,763.8857142857142,746.0571428571428,0.42857142857142855
2023-08-21,20.7,15.3,17.1125,43.0,86.625,761.75,743.7,1.25
2023-08-22,20.3,10.2,15.3,1.3,85.875,759.125,740.9875,0.5
2023-08-23,20.5,14.1,16.4125,2.1,82.25,757.8875,739.8625,1.625
2023-08-24,21.3,11.1,14.875,0.0,83.625,759.275,741.1375,2.0
2023-08-25,20.4,10.6,14.65,0.0,73.625,761.6875,743.475,0.875
2023-08-26,20.8,6.6,14.2625,2.0,81.375,762.4625,744.175,0.625
2023-08-27,22.9,13.0,17.5,8.0,84.0,758.625,740.675,1.375
2023-08-28,22.9,15.3,18.1125,0.0,71.125,758.2375,740.3625,1.25
2023-08-29,17.2,12.3,14.8,0.0,73.125,760.4375,742.225,1.0
2023-08-30,24.1,14.9,18.5875,0.0,72.25,761.0875,743.125,0.875
2023-08-31,27.9,12.7,19.7125,0.0,67.75,761.225,743.3375,1.5
2023-09-01,27.7,12.6,20.5375,0.0,60.125,761.3,743.4625,1.625
2023-09-02,18.4,15.7,16.599999999999998,12.3,83.25,762.25,744.1375,1.0
2023-09-03,23.0,9.6,15.875,0.0,75.75,765.2875,747.05,1.0
2023-09-04,22.7,8.9,15.4125,0.0,76.5,766.4625,748.1625,0.875
2023-09-05,23.3,9.5,16.0,0.0,72.875,767.7125,749.45,1.0
2023-09-06,22.9,8.2,15.65,0.0,73.0,763.7875,745.5625,2.125
2023-09-07,18.2,5.6,11.875,0.0,65.25,767.3125,748.775,2.125
2023-09-08,15.0,6.4,9.6125,5.0,83.25,764.4125,745.8125,2.375
2023-09-09,14.8,7.5,11.2,0.7,74.625,765.775,747.2375,2.375
2023-09-10,,11.3,11.9875,0.0,83.5,766.975,748.45,1.625
2023-09-11,18.5,4.1,10.4125,0.0,84.5,765.2,746.6125,0.625
2023-09-12,20.5,3.9,12.3,0.0,75.5,765.8,747.3,0.875
2023-09-13,20.3,4.2,12.4125,0.0,74.25,766.85,748.35,0.625
2023-09-14,21.2,4.8,12.8125,0.0,73.5,765.725,747.2625,1.125
2023-09-15,21.4,5.1,13.0375,0.0,71.375,766.0625,747.575,1.0
2023-09-16,18.2,11.4,14.025,0.6,75.875,769.4875,751.05,1.875
2023-09-17,19.3,2.5,10.7,0.0,77.875,771.4,752.675,0.75
2023-09-18,21.3,5.9,12.875,0.0,81.375,767.275,748.7875,1.375
2023-09-19,24.1,9.7,15.9125,0.0,74.625,765.2,746.9625,1.375
2023-09-20,25.1,5.2,17.3875,0.0,61.125,764.0,745.95,2.0
2023-09-21,23.4,13.5,18.075,0.0,64.5,764.975,746.9,1.625
2023-09-22,25.3,7.7,17.125,0.0,62.5,768.575,750.3,1.25
2023-09-23,24.9,8.7,17.4625,0.0,49.875,769.4875,751.2375,1.75
2023-09-24,25.7,12.1,17.4875,0.0,49.875,768.9,750.65,1.625
2023-09-25,19.3,13.1,15.375,6.0,74.375,770.975,752.6,1.625
2023-09-26,19.9,4.4,11.925,0.0,77.25,774.7,755.95,0.875
2023-09-27,19.8,3.4,10.9625,0.0,78.875,773.9375,755.15,0.5
2023-09-28,21.3,2.9,11.7375,0.0,76.75,772.0,753.3125,0.75
2023-09-29,24.0,6.9,14.425,0.0,74.75,768.8000000000001,750.375,1.25
2023-09-30,23.2,5.9,14.3375,0.0,75.75,765.15,746.8125,1.25
2023-10-01,19.1,10.1,12.9125,2.0,77.5,761.0875,742.75,1.625
2023-10-02,16.1,6.1,9.45,0.0,87.375,762.2125,743.6375,1.25
2023-10-03,16.0,3.8,9.05,0.0,78.875,765.1875,746.5125,1.625
2023-10-04,18.6,8.9,12.65,0.6,72.625,760.5,742.15,3.625
2023-10-05,15.4,7.5,10.675,0.0,76.625,761.4,742.9,2.25
2023-10-06,11.1,8.3,8.325,11.3,82.75,755.75,737.25,4.125
2023-10-07,10.3,-1.2,4.325,20.6,87.25,751.0125,732.325,3.125
2023-10-08,5.6,3.4,4.775,14.9,74.5,742.275,723.825,5.5
2023-10-09,5.5,1.4,2.5375,14.0,89.5,749.7875,731.025,3.125
2023-10-10,3.3,-1.1,0.9125000000000001,0.0,84.25,759.4875000000001,740.3625,2.25
2023-10-11,8.0,-3.1,2.3,0.0,72.5,767.1125,747.9125,2.375
2023-10-12,13.1,4.2,8.65,7.6,73.375,756.9125,738.4125,4.5
2023-10-13,13.3,7.6,9.8,2.0,74.625,758.425,739.925,3.375
2023-10-14,14.2,2.1,8.9375,0.8999999999999999,78.75,760.45,741.875,3.125
2023-10-15,14.0,12.0,11.8875,18.0,87.875,754.175,735.9625,2.125
2023-10-16,6.4,6.3,5.8125,47.0,93.875,753.125,734.5125,1.375
2023-10-17,6.0,1.9,3.8,4.4,88.125,754.275,735.4625,3.5
2023-10-18,6.8,2.0,4.35,3.2,85.625,757.6375,738.8,2.857142857142857
2023-10-19,8.0,4.1,4.9875,5.7,89.375,756.7,737.925,2.625
2023-10-20,5.3,1.6,3.3875,0.3,86.875,758.2625,739.3375,1.625
2023-10-21,4.7,3.5,3.7125,2.0,84.0,762.7,743.7125,2.875
2023-10-22,3.5,0.3,1.9875,0.0,86.625,766.2625,747.0125,1.875
2023-10-23,12.9,3.1,8.5125,8.6,94.5,753.75,735.3125,2.125
2023-10-24,4.6,2.9,3.5625,2.3,89.0,757.2625,738.4,2.5
2023-10-25,-0.1,-1.0,-0.8375,0.3,76.25,763.9125,744.55,1.875
2023-10-26,-1.2,-2.8,-2.3375,5.0,77.125,761.775,742.3625,3.5
2023-10-27,0.1,-2.7,-1.1,20.0,94.375,753.7875,734.6875,2.375
2023-10-28,1.1,0.0,0.5,27.0,97.625,745.85,727.0625,2.5
2023-10-29,1.3,0.0,0.4875,6.0,92.25,754.1125,735.1,3.0
2023-10-30,11.9,-0.5,4.7,0.6,82.25,760.3625,741.475,2.5
2023-10-31,14.7,5.5,11.025,0.0,82.875,759.9875,741.5375,1.75
2023-11-01,17.8,9.9,13.1625,0.0,73.75,756.55,738.3375,3.0
2023-11-02,10.4,10.2,8.875,62.0,91.0,752.05,733.7,2.875
2023-11-03,3.3,2.5,2.8625,0.0,82.5,762.65,743.6125,1.625
2023-11-04,6.0,1.4,3.275,0.0,90.875,762.225,743.2125,3.5
2023-11-05,12.8,5.5,9.9625,2.0,83.875,753.7875,735.45,3.75
2023-11-06,11.4,9.0,10.1375,12.0,88.625,749.0375,730.8,3.375
2023-11-07,10.8,8.6,9.3,0.4,84.25,754.0125,735.6125,3.75
2023-11-08,8.5,5.5,6.7375,1.4,86.375,759.3625,740.675,1.75
2023-11-09,8.4,2.6,5.2875,0.0,88.75,756.8625,738.1125,1.75
2023-11-10,7.7,4.3,5.5875,0.0,85.0,763.4,744.5375,1.75
2023-11-11,6.3,2.5,4.15,0.0,86.0,764.3,745.2875,3.0
2023-11-12,9.5,3.2,5.625,7.0,88.375,751.175,732.6,3.875
2023-11-13,5.3,2.2,4.0,9.8,87.25,748.4875,729.8375,5.25
2023-11-14,5.0,3.8,3.8625,0.8,82.25,753.2875,734.525,3.625
2023-11-15,4.6,0.2,2.075,0.0,91.875,752.8625,734.025,0.5
2023-11-16,4.1,1.1,2.425,0.0,92.625,756.8125,737.875,0.625
2023-11-17,-1.8,-1.8,-1.7125,4.6,82.0,763.85,744.4125,2.5
2023-11-18,-3.8,-7.1,-6.2125,0.0,74.125,770.125,750.2125,1.125
2023-11-19,-6.8,-11.9,-8.75,0.6,87.0,769.1125,749.05,1.0
2023-11-20,-4.6,-7.3,-5.65,0.7,89.0,761.9,742.25,2.875
2023-11-21,-7.2,-9.5,-7.9875,1.5,79.25,759.8625,740.0625,2.375
2023-11-22,-6.5,-9.1,-8.4875,0.4,76.625,763.5,743.575,2.375
2023-11-23,-7.1,-10.6,-8.2125,2.8,77.375,756.4875,736.8,2.75
2023-11-24,1.4,-8.3,-2.125,26.0,93.125,734.5125,715.825,2.5
2023-11-25,1.2,-0.1,-0.4,0.6,83.875,744.475,725.625,3.0
2023-11-26,-1.8,-4.0,-2.55,3.6,86.125,750.8625,731.725,2.875
2023-11-27,3.5,-3.5,-0.11250000000000004,53.0,91.375,738.5875,719.925,4.0
2023-11-28,-4.1,-5.1,-4.4625,6.4,78.375,751.4,732.1125,3.75
2023-11-29,-0.2,-8.7,-4.0375000000000005,5.0,85.375,758.8875,739.4,2.875
2023-11-30,-1.7,-1.7,-2.3625,16.2,86.5,754.0,734.775,4.375
2023-12-01,-3.6,-5.5,-4.3375,12.4,89.125,755.9125,736.5,2.125
2023-12-02,-2.9,-5.4,-5.8625,3.7,88.5,756.65,737.0875,1.375
2023-12-03,-5.3,-11.4,-7.125,26.7,92.75,756.625,737.0250000000001,1.75
2023-12-04,-6.3,-7.5,-7.2875,3.5,87.0,759.7625,740.0375,3.5
2023-12-05,-4.1,-11.7,-7.3125,2.6,89.75,766.675,746.7625,1.25
2023-12-06,-6.6,-13.9,-9.4375,0.6000000000000001,89.25,773.4375,753.2375,1.0
2023-12-07,-8.6,-11.8,-11.2125,0.0,87.0,778.35,757.8625,2.125
2023-12-08,-12.0,-14.5,-13.025,0.6,86.875,778.7625,758.075,2.25
2023-12-09,-11.6,-13.6,-12.675,5.7,84.0,774.875,754.35,2.875
2023-12-10,-8.6,-12.5,-9.475,2.8,86.5,771.3,751.1,3.125
2023-12-11,-6.3,-8.9,-7.275,14.2,88.5,769.2,749.2125,2.5
2023-12-12,-6.2,-7.3,-7.075,14.0,88.0,765.8875,746.0125,4.375
2023-12-13,-11.8,-11.8,-11.2875,6.2,80.875,767.7,747.475,3.625
2023-12-14,-9.0,-12.1,-11.0625,5.6,83.125,767.75,747.5125,3.25
2023-12-15,-3.7,-10.3,-7.0625,35.0,90.625,759.7875,740.0625,3.25
2023-12-16,-3.2,-11.1,-6.1375,0.6,89.5,766.8375,747.025,2.125
2023-12-17,2.0,-4.3,-1.525,2.0,90.25,761.6125,742.2625,3.125
2023-12-18,1.7,-0.1,1.0,0.8,89.75,758.75,739.6625,2.625
2023-12-19,2.5,0.9,1.6124999999999998,2.4,95.125,757.475,738.45,4.0
2023-12-20,2.4,2.2,2.25,3.0,95.25,752.1,733.275,3.0
2023-12-21,2.1,0.5,1.4125,8.0,91.0,749.1375,730.325,3.375
2023-12-22,1.2,-0.8,0.03749999999999999,0.0,89.375,745.0875,726.2875,3.0
2023-12-23,1.8,0.4,0.8875,2.0,89.0,739.5875,720.975,2.5
2023-12-24,-0.3,-2.1,-1.075,1.0,90.75,741.6,722.7875,2.0
2023-12-25,-0.8,-2.0,-1.45,1.2,83.625,745.5625,726.65,2.375
2023-12-26,1.3,-2.6,-0.575,7.3,87.0,743.9125,725.075,2.75
2023-12-27,0.0,-5.5,-1.3125,5.9,90.875,749.6125,730.575,1.25
2023-12-28,-1.7,-3.1,-2.8125,2.9,86.125,759.5,740.1,2.125
2023-12-29,1.9,-4.6,-1.2875,2.2,90.0,755.725,736.55,2.375
2023-12-30,4.2,1.7,3.025,1.6,88.0,752.3375,733.5375,3.5
2023-12-31,1.6,0.8,0.825,13.0,92.375,750.4125,731.525,3.375
2024-01-01,-8.1,-8.7,-8.9375,0.2,78.5,761.1125,741.2375,2.5
2024-01-02,-14.3,-15.4,-14.9375,1.0,80.375,759.8,739.475,3.625
